Train Number,Train Name,Arrival Delays,Departure Delays
18205,DURG NTV EXP,$ $8 min$10 min$8 min$0$0$0$2 min$0$0$0$50 min$2 min$0$28 min$35 min$30 min$0$18 min$0$0$0$12 min$0,$1 min$7 min$10 min$10 min$0$2 min$0$2 min$2 min$1 min$26 min$50 min$5 min$3 min$33 min$34 min$21 min$0$16 min$3 min$0$24 min$11 min$ 
18201,DURG NTV EXP,$ $1 min$0$0$0$1 min$0$0$0$0$37 min$2 min$17 min$10 min$9 min$8 min$30 min$1:03 hrs$1:02 hrs$1:17 hrs$58 min$58 min$1:46 hrs$1:49 hrs$15 min,$1 min$0$4 min$0$0$4 min$0$2 min$0$21 min$55 min$13 min$22 min$10 min$10 min$8 min$38 min$1:03 hrs$1:02 hrs$1:19 hrs$59 min$1:01 hrs$2:03 hrs$1:47 hrs$ 
18426,DURG PURI EXP,$ $6 min$14 min$10 min$13 min$10 min$16 min$14 min$15 min$9 min$25 min$29 min$37 min$38 min$38 min$41 min$37 min$46 min$33 min$0$5 min$6 min$28 min$27 min$28 min$19 min$6 min$0,$6 min$1 min$15 min$12 min$13 min$10 min$16 min$14 min$15 min$23 min$27 min$29 min$36 min$39 min$40 min$39 min$36 min$46 min$26 min$3 min$5 min$11 min$29 min$26 min$28 min$19 min$2 min$ 
68702,DURG R MEMU,$ $4 min$8 min$9 min$16 min$7 min$1 min$0,$0$4 min$8 min$9 min$15 min$7 min$0$ 
68704,DURG R MEMU,$ $7 min$13 min$13 min$10 min$9 min$7 min$2 min,$0$8 min$13 min$13 min$10 min$9 min$7 min$ 
68708,DURG R MEMU,$ $2 min$5 min$8 min$4 min$6 min$4 min$0,$2 min$2 min$5 min$8 min$4 min$6 min$4 min$ 
68718,DURG R MEMU,$ $2 min$6 min$7 min$1 min,$1 min$2 min$6 min$7 min$ 
68726,DURG R MEMU,$ $9 min$14 min$15 min$10 min$16 min$0,$4 min$10 min$14 min$14 min$10 min$15 min$ 
58529,DURG VSKP PGR,$ $8 min$9 min$17 min$16 min$8 min$18 min$0$16 min$19 min$10 min$18 min$15 min$11 min$13 min$12 min$11 min$11 min$21 min$21 min$23 min$34 min$33 min$17 min$20 min$11 min$21 min$24 min$29 min$39 min$55 min$1 hrs$49 min$54 min$58 min$1:01 hrs$23 min$10 min$22 min$31 min$31 min$29 min$34 min$28 min$26 min$21 min$21 min$24 min$28 min$27 min$32 min$26 min$27 min$29 min$33 min$35 min$31 min$5 min,$6 min$9 min$9 min$16 min$15 min$17 min$25 min$13 min$16 min$18 min$11 min$20 min$16 min$12 min$13 min$12 min$10 min$22 min$21 min$25 min$31 min$38 min$38 min$21 min$22 min$27 min$24 min$24 min$40 min$56 min$58 min$1:10 hrs$1:03 hrs$56 min$1:01 hrs$1:04 hrs$38 min$22 min$29 min$31 min$31 min$34 min$34 min$27 min$26 min$21 min$22 min$27 min$27 min$29 min$35 min$26 min$27 min$28 min$35 min$29 min$30 min$ 
12357,DURGIANA EXP,$ $15 min$18 min$35 min$29 min$48 min$43 min$1:14 hrs$1:56 hrs$2:11 hrs$2:44 hrs$4:48 hrs$5:44 hrs$7:03 hrs$7:04 hrs$7:12 hrs$6:55 hrs,$0$16 min$35 min$36 min$38 min$49 min$46 min$1:29 hrs$1:55 hrs$2:21 hrs$2:42 hrs$4:43 hrs$6:21 hrs$7:01 hrs$7:07 hrs$7:12 hrs$ 
12220,DURONTO AC EXP,$ $38 min$36 min$11 min,$2 min$15 min$1:53 hrs$ 
12269,DURONTO EXPRESS,$ $5 min$4 min$0$21 min$30 min$46 min$45 min,$1 min$0$7 min$4 min$29 min$30 min$46 min$ 
12246,DURONTO EXPRESS,$ $0$0$6 min$8 min$9:35 hrs,$0$2 min$2 min$6 min$14 min$ 
12266,DURONTO EXPRESS,$ $7 min$0,$0$3 min$ 
12213,DURONTO EXPRESS,$ $1:01 hrs$1:13 hrs$3:19 hrs$5:37 hrs$7:04 hrs$8:50 hrs,$0$1:05 hrs$1:47 hrs$3:23 hrs$5:45 hrs$7:09 hrs$ 
22202,DURONTO EXPRESS,$ $4 min$0$0,$1 min$0$0$ 
22201,DURONTO EXPRESS,$ $1:01 hrs$25 min,$0$1:01 hrs$ 
22214,DURONTO EXPRESS,$ $0$0,$0$1 min$ 
52951,DVA JND PASS M G,$ $22 min$3 min,$31 min$16 min$ 
52950,DVA VRL PASS,$ $0$25 min$11 min,$5 min$22 min$25 min$ 
51181,DVL BSL PASS,$ $3 min$4 min$5 min$6 min$7 min$9 min$10 min$11 min$14 min$18 min$19 min$20 min$21 min$23 min$25 min$25 min$30 min$31 min$36 min$38 min$40 min$41 min$44 min$46 min$47 min$47 min$45 min$51 min$23 min,$1 min$4 min$5 min$5 min$7 min$8 min$9 min$11 min$13 min$22 min$17 min$19 min$20 min$21 min$23 min$25 min$27 min$29 min$32 min$36 min$39 min$38 min$41 min$44 min$46 min$47 min$49 min$48 min$51 min$ 
15636,DWARKA  EXPRESS,$ $1 min$0$0$5 min$3 min$9 min$30 min$54 min$50 min$2:08 hrs$2:13 hrs$3:07 hrs$3:11 hrs$3:34 hrs$2:30 hrs$1:38 hrs$2:17 hrs$4:02 hrs$4:27 hrs$4 hrs$4:29 hrs$5:12 hrs$5:02 hrs$3:48 hrs$3:50 hrs$4:43 hrs,$1 min$1 min$0$2 min$5 min$18 min$11 min$35 min$53 min$1:30 hrs$2:08 hrs$2:15 hrs$3:10 hrs$3:11 hrs$3:35 hrs$2:38 hrs$1:33 hrs$2:18 hrs$4:02 hrs$4:27 hrs$4 hrs$4:36 hrs$5:15 hrs$4:56 hrs$3:53 hrs$3:50 hrs$ 
51458,DWR HUBLI PASS,,
17302,DWR MYSORE EXP,$ $0$8 min$16 min$17 min$19 min$22 min$31 min$22 min$30 min$29 min$5 min$20 min$28 min$21 min$17 min$0,$0$4 min$8 min$18 min$18 min$19 min$22 min$35 min$23 min$32 min$29 min$17 min$24 min$28 min$21 min$19 min$ 
56904,DWR SUR PASSENGE,$ $5 min$11 min$11 min$0$6 min$9 min$7 min$10 min$14 min$3 min$31 min$24 min$24 min$24 min$24 min$28 min$25 min$13 min$15 min$16 min$10 min$13 min$15 min$6 min$13 min$21 min$22 min$22 min$21 min$0$9 min$7 min,$0$5 min$10 min$11 min$3 min$10 min$11 min$7 min$14 min$16 min$26 min$32 min$24 min$26 min$24 min$24 min$29 min$25 min$14 min$15 min$16 min$13 min$13 min$19 min$13 min$13 min$21 min$22 min$23 min$21 min$9 min$9 min$ 
56902,DWR UBL PASS,$ $45 min$56 min$46 min$15 min,$40 min$45 min$56 min$34 min$ 
18646,EAST COAST EXP,$ $5 min$20 min$16 min$20 min$0$16 min$19 min$11 min$2 min$56 min$1:44 hrs$1:59 hrs$1:51 hrs$2:01 hrs$2:32 hrs$2:59 hrs$3:09 hrs$3:15 hrs$3:27 hrs$3:07 hrs$1:26 hrs$1:09 hrs$1:12 hrs$1:12 hrs$1:19 hrs$1:16 hrs$1:25 hrs$1:05 hrs$1:01 hrs$1:02 hrs$58 min$1:01 hrs$1:01 hrs$1 hrs$56 min$51 min$1:04 hrs$1 hrs$22 min$57 min$59 min$58 min$1:05 hrs$1:02 hrs$1 hrs$59 min$1:17 hrs$58 min$1:19 hrs$40 min$50 min$1:59 hrs$2:01 hrs$2:04 hrs$2:08 hrs$2 hrs$30 min,$6 min$9 min$20 min$16 min$21 min$5 min$17 min$19 min$11 min$15 min$1:30 hrs$1:55 hrs$1:59 hrs$2:01 hrs$2:24 hrs$2:40 hrs$2:59 hrs$3:10 hrs$3:17 hrs$3:28 hrs$1:41 hrs$1:27 hrs$53 min$1:12 hrs$1:15 hrs$1:18 hrs$1:23 hrs$1:25 hrs$1:06 hrs$1:02 hrs$1:03 hrs$58 min$1:02 hrs$1:02 hrs$1:01 hrs$57 min$52 min$1:05 hrs$57 min$23 min$58 min$58 min$58 min$1:06 hrs$1:03 hrs$1 hrs$59 min$1:16 hrs$59 min$1:22 hrs$51 min$2 hrs$2 hrs$2:02 hrs$2:06 hrs$2:11 hrs$41 min$ 
18645,EAST COAST EXP,$ $10 min$11 min$0$15 min$12 min$11 min$11 min$8 min$6 min$10 min$0$1 min$9 min$12 min$12 min$16 min$22 min$24 min$19 min$31 min$44 min$50 min$47 min$49 min$48 min$45 min$45 min$54 min$1:15 hrs$22 min$29 min$30 min$33 min$31 min$38 min$29 min$29 min$16 min$32 min$13 min$42 min$49 min$57 min$47 min$29 min$31 min$49 min$1:04 hrs$33 min$1:02 hrs$1:13 hrs$1:13 hrs$1:32 hrs$1:17 hrs$1:23 hrs$1:25 hrs$1:15 hrs,$1 min$13 min$15 min$1 min$15 min$14 min$13 min$12 min$9 min$8 min$9 min$1 min$2 min$12 min$12 min$14 min$17 min$21 min$24 min$20 min$37 min$46 min$50 min$48 min$49 min$49 min$48 min$41 min$55 min$1:16 hrs$24 min$29 min$33 min$33 min$32 min$31 min$38 min$30 min$27 min$36 min$15 min$43 min$52 min$1:05 hrs$49 min$38 min$32 min$50 min$1:05 hrs$24 min$1:02 hrs$1:14 hrs$1:15 hrs$1:22 hrs$1:18 hrs$1:24 hrs$1:30 hrs$ 
66601,ED CBE MEMU,$ $7 min$7 min$7 min$11 min$12 min$17 min$19 min$19 min$19 min$19 min$15 min$14 min$0,$3 min$7 min$7 min$9 min$11 min$12 min$17 min$18 min$19 min$19 min$19 min$15 min$14 min$ 
56846,ED JTJ PASS,$ $22 min$31 min$33 min$41 min$59 min$1:04 hrs$20 min$25 min$28 min$34 min$35 min$36 min$36 min$36 min$37 min$38 min$38 min$38 min$42 min$0,$15 min$26 min$31 min$41 min$56 min$1:03 hrs$1:04 hrs$19 min$25 min$32 min$34 min$35 min$36 min$36 min$36 min$38 min$39 min$44 min$44 min$44 min$ 
56100,ED MTDM PASS,$ $5 min$8 min$10 min$11 min$13 min$14 min$6 min$12 min$11 min$0,$0$5 min$9 min$10 min$11 min$13 min$14 min$4 min$12 min$11 min$ 
66609,ED PGTN MEMU,$ $13 min$14 min$14 min$22 min$22 min$28 min$31 min$32 min$35 min$38 min$38 min$34 min$30 min$20 min$12 min$18 min$16 min$17 min$25 min$0,$7 min$13 min$14 min$19 min$22 min$22 min$29 min$31 min$32 min$35 min$38 min$38 min$33 min$32 min$28 min$16 min$18 min$17 min$18 min$23 min$ 
56825,ED TEN FAST PASS,$ $10 min$9 min$14 min$14 min$0$6 min$7 min$8 min$0$38 min$40 min$41 min$42 min$41 min$46 min$53 min$1:06 hrs$1:07 hrs$1:12 hrs$1:17 hrs$1:33 hrs$2:06 hrs$2:08 hrs$2:02 hrs$1:59 hrs$1:53 hrs$20 min,$2 min$10 min$11 min$13 min$15 min$4 min$6 min$7 min$12 min$34 min$38 min$40 min$41 min$42 min$47 min$49 min$1:06 hrs$1:11 hrs$1:09 hrs$1:14 hrs$1:22 hrs$2:03 hrs$2:21 hrs$2:09 hrs$2:04 hrs$2 hrs$1:53 hrs$ 
56842,ED TPJ PASS,$ $5 min$6 min$10 min$13 min$4 min$7 min$11 min$17 min$22 min$22 min$23 min$18 min$22 min$22 min$23 min$23 min$20 min$0,$1 min$4 min$6 min$11 min$13 min$4 min$7 min$15 min$19 min$22 min$22 min$23 min$23 min$21 min$22 min$22 min$23 min$29 min$ 
14795,EKTA EXPRESS,$ $3 min$0$10 min$9 min,$0$3 min$3 min$9 min$ 
14796,EKTA EXPRESS,$ $13 min$0$11 min$0,$0$13 min$1 min$12 min$ 
43861,ENR TRL LOCAL,$ $10 min$18 min$52 min$31 min$55 min$31 min$11 min,$8 min$10 min$18 min$52 min$31 min$55 min$31 min$ 
16606,ERNAD EXPRESS,$ $9 min$3 min$0$5 min$15 min$17 min$17 min$18 min$23 min$23 min$23 min$29 min$17 min$22 min$23 min$14 min$1 min$10 min$10 min$14 min$15 min$15 min$10 min$11 min$42 min$1:07 hrs$1:33 hrs$1:41 hrs$2:16 hrs$2:19 hrs$2:25 hrs$2:26 hrs$2:31 hrs$2:29 hrs$2:28 hrs$2:27 hrs$2:23 hrs$1:36 hrs,$1 min$9 min$5 min$3 min$5 min$14 min$17 min$17 min$18 min$25 min$36 min$23 min$29 min$15 min$22 min$23 min$14 min$7 min$10 min$12 min$14 min$15 min$14 min$10 min$30 min$1:01 hrs$1:29 hrs$1:42 hrs$2:11 hrs$2:17 hrs$2:19 hrs$2:25 hrs$2:26 hrs$2:31 hrs$2:29 hrs$2:30 hrs$2:27 hrs$2:24 hrs$ 
16605,ERNAD EXPRESS,$ $5 min$4 min$8 min$10 min$13 min$9 min$10 min$10 min$10 min$14 min$15 min$11 min$13 min$4 min$19 min$23 min$30 min$20 min$23 min$23 min$13 min$27 min$24 min$29 min$22 min$40 min$46 min$26 min$32 min$40 min$43 min$46 min$29 min$38 min$37 min$36 min$44 min$0,$1 min$4 min$4 min$8 min$11 min$12 min$11 min$9 min$11 min$10 min$14 min$14 min$11 min$13 min$18 min$19 min$29 min$30 min$22 min$23 min$23 min$28 min$28 min$25 min$29 min$20 min$40 min$46 min$34 min$37 min$40 min$48 min$46 min$33 min$38 min$37 min$36 min$50 min$ 
16187,ERNAKULAM EXP,$ $8 min$8 min$11 min$7 min$18 min$24 min$0$5 min$12 min$6 min$19 min$22 min$14 min$40 min$42 min$24 min$21 min$0$12 min$4 min$17 min$31 min$33 min$32 min$32 min$32 min$32 min$0,$0$7 min$12 min$5 min$7 min$19 min$24 min$9 min$8 min$14 min$12 min$19 min$21 min$35 min$42 min$44 min$25 min$23 min$12 min$12 min$8 min$21 min$31 min$33 min$32 min$32 min$32 min$32 min$ 
16306,ERNAKULAM EXP,$ $9 min$11 min$12 min$14 min$24 min$26 min$27 min$29 min$19 min$14 min$19 min$21 min$23 min$18 min$21 min$0,$1 min$10 min$11 min$12 min$19 min$25 min$27 min$28 min$30 min$20 min$14 min$19 min$21 min$24 min$17 min$22 min$ 
12677,ERNAKULAM EXP,$ $4 min$18 min$14 min$19 min$8 min$9 min$0$22 min$8 min$20 min$26 min$27 min$16 min,$2 min$4 min$19 min$15 min$16 min$9 min$10 min$4 min$22 min$10 min$20 min$27 min$28 min$ 
12684,ERNAKULAM SF EXP,$ $0$9 min$22 min$16 min$12 min$4 min$20 min$0,$22 min$0$11 min$22 min$18 min$12 min$8 min$19 min$ 
22608,ERNAKULAM SF EXP,$ $3 min$0$11 min$14 min$15 min$29 min$29 min$51 min$15 min,$5 min$4 min$0$9 min$13 min$15 min$29 min$41 min$50 min$ 
56379,ERS ALLP PASS,$ $17 min$25 min$30 min$34 min$3 min,$9 min$20 min$26 min$32 min$34 min$ 
56303,ERS ALLP PASS,,
22816,ERS BILASPUR EXP,$ $3 min$21 min$11 min$0$1 min$0$0$0$24 min$0$0$19 min$36 min$2 min$11 min$4 min$3 min$32 min$0,$3 min$5 min$23 min$13 min$0$1 min$1 min$1 min$17 min$22 min$10 min$1 min$22 min$36 min$11 min$11 min$7 min$3 min$31 min$ 
56370,ERS GUV PASS,$ $3 min$4 min$6 min$6 min$4 min$6 min$5 min$7 min$9 min$12 min$13 min$14 min$0,$1 min$4 min$4 min$6 min$6 min$4 min$5 min$5 min$7 min$10 min$12 min$12 min$14 min$ 
56376,ERS GUV PASS,$ $13 min$17 min$15 min$14 min$15 min$15 min$20 min$24 min$29 min$41 min$38 min$7 min,$4 min$14 min$16 min$15 min$14 min$15 min$16 min$21 min$27 min$33 min$37 min$40 min$ 
16188,ERS KARAIKALEXP,$ $23 min$35 min$44 min$49 min$53 min$58 min$19 min$30 min$31 min$30 min$29 min$30 min$36 min$24 min$38 min$38 min$36 min$34 min$24 min$22 min$44 min$52 min$52 min$52 min$58 min$55 min$1 min,$4 min$32 min$37 min$46 min$49 min$56 min$1 hrs$25 min$30 min$31 min$30 min$30 min$33 min$36 min$27 min$38 min$38 min$36 min$34 min$26 min$30 min$44 min$55 min$52 min$56 min$55 min$55 min$ 
66301,ERS QLN MEMU,$ $8 min$9 min$12 min$11 min$13 min$16 min$25 min$30 min$32 min$31 min$31 min$31 min$0$24 min$24 min$24 min$21 min$0,$0$8 min$9 min$12 min$11 min$14 min$29 min$28 min$30 min$32 min$31 min$32 min$32 min$25 min$24 min$24 min$26 min$21 min$ 
56385,ERS KTYM PASS,$ $12 min$17 min$21 min$24 min$25 min$29 min$8 min,$5 min$12 min$17 min$22 min$23 min$25 min$32 min$ 
56389,ERS KTYM PASS,,
56381,ERS KYJ FAST PASS,,
56383,ERS KYJ PASS,$ $20 min$35 min$47 min$47 min$43 min$46 min$58 min$57 min$19 min,$14 min$30 min$46 min$47 min$52 min$44 min$55 min$58 min$57 min$ 
56387,ERS KYJ PASS,$ $7 min$5 min$10 min$15 min$21 min$19 min$12 min$17 min$17 min$17 min$5 min$0,$3 min$7 min$5 min$13 min$17 min$21 min$20 min$13 min$17 min$19 min$17 min$7 min$ 
12224,ERS LTT DURONTO,$ $0$0$25 min$35 min$0,$9 min$2 min$6 min$27 min$40 min$ 
12646,ERS MILLENUM EX,$ $2 min$3 min$7 min$23 min$19 min$51 min$56 min$1:13 hrs$17 min$29 min,$0$2 min$3 min$25 min$21 min$25 min$51 min$58 min$1:13 hrs$23 min$ 
56362,KTYM NIL PASS,,
12283,ERS NZM DURONTO,$ $0$16 min,$14 min$2 min$ 
16359,ERS PATNA EXP,$ $13 min$24 min$22 min$23 min$26 min$12 min$20 min$10 min$2 min$6 min$46 min$38 min$26 min$9 min$13 min$59 min$9 min$0$24 min$0$0$6 min$7 min$19 min$0$1 min$28 min$51 min$58 min$1:03 hrs$0$1:02 hrs$1:05 hrs$0$4 min$0$0$6 min$27 min$16 min$10 min,$12 min$13 min$25 min$22 min$25 min$26 min$24 min$19 min$11 min$2 min$8 min$48 min$39 min$26 min$9 min$16 min$59 min$12 min$0$24 min$0$0$7 min$7 min$19 min$1 min$2 min$30 min$51 min$1 hrs$1:03 hrs$11 min$1:05 hrs$1:09 hrs$0$4 min$0$0$6 min$27 min$17 min$ 
66612,ERS PGT MEMU,$ $4 min$8 min$9 min$9 min$5 min$5 min$3 min$6 min$8 min$10 min$14 min$23 min$24 min$25 min$27 min$40 min$41 min$37 min$38 min$0,$0$6 min$8 min$9 min$9 min$5 min$5 min$3 min$6 min$10 min$10 min$21 min$23 min$24 min$30 min$29 min$43 min$43 min$37 min$38 min$ 
22149,ERS PUNE EXPRESS,$ $33 min$45 min$41 min$50 min$13 min$1:06 hrs$56 min$50 min$1:02 hrs$1:33 hrs$1:37 hrs$2:05 hrs$1:54 hrs$2:11 hrs$2 min$1:35 hrs,$46 min$36 min$45 min$43 min$51 min$51 min$1:06 hrs$58 min$50 min$1:02 hrs$1:05 hrs$1:44 hrs$2:07 hrs$1:56 hrs$2:11 hrs$2:08 hrs$ 
66303,ERS QLN MEMU,$ $25 min$30 min$34 min$39 min$39 min$44 min$45 min$44 min$57 min$41 min$43 min$41 min$39 min$22 min,$21 min$29 min$32 min$36 min$43 min$42 min$44 min$45 min$44 min$38 min$41 min$43 min$38 min$40 min$ 
66309,ERS QLN MEMU,$ $12 min$18 min$23 min$30 min$40 min$34 min$44 min$43 min$34 min$37 min$36 min$32 min$3 min,$7 min$14 min$23 min$28 min$42 min$42 min$40 min$44 min$43 min$34 min$37 min$36 min$32 min$ 
66307,ERS QLN PASS,$ $8 min$9 min$11 min$14 min$16 min$19 min$24 min$29 min$31 min$30 min$30 min$28 min$39 min$24 min$24 min$24 min$25 min$0,$1 min$8 min$9 min$14 min$14 min$17 min$27 min$27 min$29 min$31 min$30 min$30 min$29 min$24 min$24 min$24 min$24 min$25 min$ 
56391,ERS QLN PASS,$ $14 min$15 min$19 min$20 min$25 min$28 min$28 min$37 min$43 min$42 min$42 min$39 min$32 min$37 min$36 min$37 min$38 min$0,$3 min$14 min$15 min$19 min$20 min$25 min$29 min$34 min$37 min$43 min$42 min$42 min$39 min$36 min$37 min$36 min$36 min$38 min$ 
56364,ERS SRR PASS,$ $20 min$23 min$25 min$24 min$26 min$27 min$26 min$30 min$29 min$32 min$34 min$41 min$42 min$55 min$58 min$0,$10 min$20 min$23 min$25 min$24 min$26 min$27 min$27 min$30 min$29 min$32 min$39 min$41 min$57 min$55 min$1:03 hrs$ 
51189,ET ACOI PASS,$ $2 min$56 min$1:37 hrs$1:40 hrs$1:43 hrs$1:53 hrs$1:59 hrs$1:58 hrs$2:08 hrs$2:24 hrs$2:18 hrs$2:22 hrs$2:10 hrs$1:59 hrs$1:55 hrs$1:55 hrs$1:58 hrs$2:05 hrs$2:06 hrs$1:35 hrs$1:26 hrs$1:35 hrs$1:38 hrs$2:03 hrs$2:12 hrs$2:13 hrs$2:35 hrs$2:33 hrs$2:52 hrs$2:40 hrs$2:50 hrs$2:56 hrs$3:02 hrs$3:07 hrs$3:30 hrs$2:29 hrs$1:49 hrs$1:57 hrs$31 min$40 min$49 min$50 min$1:01 hrs$58 min$55 min$23 min$48 min$53 min$1:02 hrs$1:14 hrs$1:22 hrs$1:44 hrs$1:54 hrs$2:06 hrs$2:13 hrs$2:30 hrs$2:07 hrs$3:28 hrs,$2 min$51 min$1:27 hrs$1:38 hrs$1:45 hrs$1:46 hrs$1:56 hrs$2 hrs$2:04 hrs$2:19 hrs$2:24 hrs$2:20 hrs$2:23 hrs$2:08 hrs$1:58 hrs$1:57 hrs$1:57 hrs$2:01 hrs$2:12 hrs$2:12 hrs$1:36 hrs$1:33 hrs$1:37 hrs$1:58 hrs$2:14 hrs$2:17 hrs$2:38 hrs$2:39 hrs$2:34 hrs$2:44 hrs$2:42 hrs$2:56 hrs$3:02 hrs$2:45 hrs$3:22 hrs$3:35 hrs$2:37 hrs$2:07 hrs$29 min$31 min$45 min$49 min$59 min$1:01 hrs$1:06 hrs$1:01 hrs$46 min$52 min$1 hrs$1:09 hrs$1:28 hrs$1:44 hrs$1:46 hrs$2:05 hrs$2:14 hrs$2:26 hrs$2:38 hrs$2:23 hrs$ 
51158,ET BSL PASS,$ $38 min$1:04 hrs$1:06 hrs$1:09 hrs$1:11 hrs$1:18 hrs$1:04 hrs$1:07 hrs$35 min$1:05 hrs$1:09 hrs$37 min$1:11 hrs$1:25 hrs$1:48 hrs$2:06 hrs$2:23 hrs$2:58 hrs$1:17 hrs$52 min$33 min$34 min$46 min$55 min$56 min$34 min$44 min$44 min$53 min$58 min$1:04 hrs$1:04 hrs$1:04 hrs$1:20 hrs$36 min,$33 min$1:03 hrs$1:04 hrs$1:17 hrs$1:18 hrs$1:17 hrs$1:28 hrs$1:07 hrs$1:07 hrs$34 min$1:06 hrs$1:09 hrs$1:16 hrs$1:24 hrs$1:47 hrs$1:28 hrs$2:21 hrs$2:51 hrs$3:15 hrs$1:39 hrs$33 min$32 min$44 min$54 min$56 min$1:06 hrs$45 min$43 min$55 min$55 min$54 min$1:04 hrs$1:04 hrs$1:18 hrs$1:20 hrs$ 
51827,ET JHS PASS,$ $17 min$28 min$39 min$1:18 hrs$1:17 hrs$1:46 hrs$1:59 hrs$2:10 hrs$1:39 hrs$2:01 hrs$2:11 hrs$2:09 hrs$2:13 hrs$2:28 hrs$2:33 hrs$2:22 hrs$1:58 hrs$1:47 hrs$1:56 hrs$1:52 hrs$1:56 hrs$1:59 hrs$1:43 hrs$1:39 hrs$1:22 hrs$1:36 hrs$1:53 hrs$1:46 hrs$1:54 hrs$2:01 hrs$2:07 hrs$1:43 hrs$1:46 hrs$1:48 hrs$1:49 hrs$1:47 hrs$1:43 hrs$1:44 hrs$1:45 hrs$1:45 hrs$1:36 hrs$1:39 hrs$1:42 hrs$1:42 hrs,$13 min$25 min$35 min$51 min$1:36 hrs$1:44 hrs$1:52 hrs$2:53 hrs$1:36 hrs$2:09 hrs$2:11 hrs$2:11 hrs$2:10 hrs$2:26 hrs$2:30 hrs$2:38 hrs$2:27 hrs$2 hrs$1:53 hrs$2:09 hrs$1:56 hrs$1:58 hrs$2:18 hrs$1:46 hrs$1:51 hrs$1:39 hrs$1:41 hrs$1:54 hrs$1:51 hrs$2:03 hrs$2:07 hrs$2:09 hrs$1:46 hrs$1:47 hrs$1:49 hrs$1:49 hrs$1:47 hrs$1:44 hrs$1:46 hrs$1:46 hrs$1:46 hrs$1:38 hrs$1:40 hrs$2:01 hrs$ 
51671,ET STA PASS,$ $2 min$12 min$1:05 hrs$1:10 hrs$1:14 hrs$1:07 hrs$1:09 hrs$1:14 hrs$1:23 hrs$1:26 hrs$1:24 hrs$1:22 hrs$1:23 hrs$1:22 hrs$1:25 hrs$1:14 hrs$1:23 hrs$1:13 hrs$58 min$50 min$44 min$53 min$53 min$57 min$1 hrs$54 min$1:02 hrs$1:02 hrs$1:11 hrs$1:12 hrs$1:07 hrs$1:09 hrs$1:08 hrs$1:11 hrs$1:17 hrs$1:15 hrs$1:15 hrs$46 min,$1 min$9 min$1:03 hrs$1:09 hrs$1:13 hrs$1:14 hrs$1:10 hrs$1:09 hrs$1:24 hrs$1:26 hrs$1:27 hrs$1:25 hrs$1:22 hrs$1:23 hrs$1:15 hrs$1:27 hrs$1:23 hrs$1:23 hrs$1:16 hrs$1:05 hrs$51 min$53 min$1 hrs$54 min$56 min$1:01 hrs$53 min$1:03 hrs$1:03 hrs$1:08 hrs$1:13 hrs$1:07 hrs$1:10 hrs$1:09 hrs$1:11 hrs$1:24 hrs$1:16 hrs$1:15 hrs$ 
51830,ET NGP PASS,$ $1:13 hrs$1:15 hrs$1:19 hrs$1:21 hrs$1:19 hrs$1:22 hrs$1:25 hrs$1:19 hrs$1:20 hrs$1:19 hrs$58 min$1 hrs$59 min$34 min$43 min$48 min$50 min$44 min$42 min$22 min$42 min$46 min$48 min$47 min$47 min$52 min$50 min$55 min$19 min,$1:16 hrs$1:14 hrs$1:21 hrs$1:17 hrs$1:21 hrs$1:19 hrs$1:22 hrs$1:27 hrs$1:24 hrs$1:21 hrs$1:26 hrs$1 hrs$1 hrs$1:06 hrs$39 min$48 min$53 min$54 min$46 min$45 min$26 min$43 min$48 min$48 min$36 min$50 min$54 min$52 min$48 min$ 
51673,ET STA PASS,,
54468,ETAH TDL PASS,$ $43 min$1:13 hrs$1:40 hrs$1:46 hrs,$31 min$47 min$1:31 hrs$1:41 hrs$ 
54470,ETAH TDL PASS,$ $1:45 hrs$2:32 hrs$2:23 hrs,$30 min$2:28 hrs$2:32 hrs$ 
64157,ETW AGC MEMU,$ $5 min$8 min$14 min$25 min$27 min$32 min$25 min$16 min$25 min$26 min$29 min$32 min$45 min$57 min$1:12 hrs,$0$5 min$10 min$15 min$32 min$27 min$41 min$24 min$17 min$26 min$26 min$31 min$38 min$53 min$1:18 hrs$ 
64156,ETW CNB MEMU,$ $3:48 hrs$3:54 hrs$4:17 hrs$4:35 hrs$4:31 hrs$4:34 hrs$4:43 hrs$4:48 hrs$4:54 hrs$5:02 hrs$5:13 hrs$5:23 hrs$5:25 hrs$5:54 hrs$6:01 hrs,$3:37 hrs$3:49 hrs$4:17 hrs$4:35 hrs$4:35 hrs$4:32 hrs$4:39 hrs$4:52 hrs$4:53 hrs$4:59 hrs$5:12 hrs$5:17 hrs$5:23 hrs$5:34 hrs$5:42 hrs$ 
64155,ETW TDL MEMU,$ $2:41 hrs$2:59 hrs$3:07 hrs$3:15 hrs$3:24 hrs$3:26 hrs$3:32 hrs$3:36 hrs$3:38 hrs$2:50 hrs,$2:49 hrs$2:46 hrs$3:02 hrs$3:11 hrs$3:21 hrs$3:30 hrs$3:29 hrs$3:32 hrs$3:40 hrs$3:42 hrs$ 
