Station Names,Station Codes,Latitude,Longitude
SUDIYUR,SUX,9.6013° N,78.4826° E
SUDSAR,SDF,27.9868° N,73.7596° E
SUGAPAHARI HALT,SGPA,null,null
SUHSARAI,SOW,25.2264° N,85.5162° E
SUI,SUI,28.7513° N,74.0653° E
SUISA,SSIA,23.1921° N,85.8947° E
SUJALPUR,SJPA,23.3882° N,76.7163° E
SUJANGARH,SUJH,27.7045° N,74.4643° E
SUJANPUR,SJNP,32.3126° N,75.6014° E
SUJNIPARA,SPLE,24.5715° N,88.0368° E
SUJRA,SUJR,29.0165° N,77.2707° E
SUKHCHAIN,SCV,29.7807° N,75.0246° E
SUKHISEWANIYAN,SUW,23.3404° N,77.4854° E
SUKHPAR ROHA,SRHA,23.2134° N,69.3250° E
SUKHPUR,SUKP,26.0637° N,86.5439° E
SUKINDA ROAD,SKND,null,null
SUKLI P H,SKLI,null,null
SUKNA,SN,26.6841° N,88.3506° E
SUKRIMANGELA,SOY,22.9071° N,79.8343° E
SUKRITIPUR,SQF,24.9005° N,92.5774° E
SUKU,SUKU,28.4955° N,77.0823° E
SULADHAL,SUL,15.9616° N,74.6927° E
SULAH HMCHL PDH,SLHP,null,null
SULEBHAVI,SBH,15.8946° N,74.6561° E
SULEHALLI,SUH,17.0801° N,77.0526° E
SULERJAVALGE,SLGE,17.4603° N,75.9746° E
SULGARE,SGRE,null,null
SULHANI,SULH,30.8771° N,74.8668° E
SULIKERI,SIKI,16.1140° N,75.6601° E
SULLURUPETA,SPE,13.7009° N,80.0209° E
SULTANGANJ,SGG,25.2401° N,86.7404° E
SULTANPUR,SLN,26.2585° N,82.0660° E
SULTANPUR KARNA,SLNK,null,null
SULTANPUR LODI,SQR,31.2141° N,75.1954° E
SULUR ROAD,SUU,11.0495° N,77.1172° E
SUMER,SUMR,23.7119° N,77.1916° E
SUMMADEVI,SUDV,18.8063° N,84.4776° E
SUMMER HILL,SHZ,31.1146° N,77.1399° E
SUMMIT,SUM,null,null
SUMRERI,SMRR,24.0137° N,78.4041° E
SUNAK,SUC,23.8019° N,72.3222° E
SUNAM,SFM,30.1306° N,75.8014° E
SUNAM UDHAM S W,SFMU,null,null
SUNDARAPRMLKOIL,SPL,null,null
SUNDARNA,SUND,22.4275° N,72.8220° E
SUNDERABAD,SNBD,17.4399° N,78.4983° E
SUNDHIAMAU,SDAM,null,null
SUNDLAK,SDLK,25.1127° N,76.4505° E
SUNEHTI KHARKHR,SNKE,29.9128° N,77.6831° E
SUNERA PIRKHERI,SFF,null,null
SUPAUL,SOU,26.1234° N,86.6045° E
SUPEDI,SPD,21.7612° N,70.3792° E
SUPRAKANDI,SAKD,24.8758° N,92.2920° E
SUR KHAND KA KH,SZK,null,null
SUR ROAD,SORD,null,null
SURA NUSSI,SRX,31.3762° N,75.5440° E
SURAIMANPUR,SIP,25.8082° N,84.4811° E
SURAINCHA,SUIA,27.3391° N,80.8350° E
SURAJ KUNDA,SRJK,26.1471° N,81.1996° E
SURAJGARH,SRGH,28.3075° N,75.7313° E
SURAJPUR,SUPR,23.2136° N,82.8680° E
SURAJPUR ROAD,SJQ,23.2895° N,82.8805° E
SURAPUR,SU,26.1128° N,82.4563° E
SURAREDDIPALEM,SDM,15.4081° N,80.0460° E
SURAT,ST,21.1702° N,72.8311° E
SURAT CITY CB,STCB,null,null
SURATGARH JN,SOG,null,null
SURATHKAL,SL,12.9951° N,74.8094° E
SURATPURA,SURP,28.6902° N,75.5128° E
SURAVALI,SRVX,15.2916° N,73.9392° E
SURBARI,SRBR,23.2281° N,70.7007° E
SURELI,SURL,22.6724° N,73.1645° E
SURENDRANAGAR,SUNR,22.7739° N,71.6673° E
SURENDRANAGAR G,SRGT,null,null
SURER,SRRG,27.1778° N,76.6326° E
SURERA,SURR,27.1835° N,75.1319° E
SURGAON BANJARI,SGBJ,21.9364° N,76.5430° E
SURIAWAN,SAW,25.4561° N,82.4136° E
SURJA KAMAL,SJKL,25.9360° N,87.8494° E
SURJYAPUR,SJPR,22.2934° N,88.4667° E
SURLA ROAD,SLRD,19.1764° N,84.7188° E
SURPURA,SPO,26.3617° N,73.1173° E
SUSKAL,SSKL,22.3150° N,73.8096° E
SUTLANA,SUT,28.1317° N,75.6121° E
SUWANSA,SWS,25.7005° N,82.1605° E
SUWASRA,SVA,24.0697° N,75.6528° E
SWADINPUR,SDLE,24.2338° N,87.8123° E
SWAMIHALLI,SMLI,14.9721° N,76.6100° E
SWAMIMALAI,SWI,10.9596° N,79.3325° E
SWARUPGANJ,SRPJ,24.6553° N,72.9259° E
TADA,TADA,13.5892° N,80.0283° E
TADAKALPUDI,TPY,17.5163° N,80.4647° E
TADALI,TAE,20.0058° N,79.2056° E
TADEPALLIGUDEM,TDD,16.8073° N,81.5316° E
TADIPATRI,TU,14.9091° N,78.0092° E
TADLA PUSAPALLI,TAA,null,null
TADUKU,TDK,13.4985° N,79.5305° E
TADWAL,TVL,17.3932° N,75.9756° E
TAGDI,TID,21.6802° N,72.1801° E
TAHERPUR,THP,23.2588° N,88.5374° E
TAHSIL BHADRA,TSD,29.1018° N,75.1613° E
TAHSIL FATEHPUR,TSF,27.1743° N,81.2158° E
TAIABPUR,TBR,26.3706° N,88.1523° E
TAJGADH,TJH,22.3496° N,73.9081° E
TAJPUR,TJP,21.6581° N,87.6260° E
TAJPUR DEHMA,TJD,25.7282° N,83.9302° E
TAKAL,TAKL,17.5449° N,74.1695° E
TAKARI,TKR,17.1309° N,74.3617° E
TAKARKHEDE,TKHE,20.9931° N,75.4956° E
TAKHA,TKHA,26.8739° N,79.3240° E
TAKI ROAD,TKF,null,null
TAKIA,TQA,31.1588° N,75.0816° E
TAKIPUR,TKP,22.8642° N,87.9274° E
TAKKOLAM,TKO,13.0211° N,79.7232° E
TAKLI,TKI,17.6381° N,75.3004° E
TAKLIBANSALI PH,TKLB,null,null
TAKLIMIYA,TKMY,19.4537° N,74.6679° E
TAKSAL,TSL,30.8474° N,76.9578° E
TAKU,TAKU,22.4829° N,77.8196° E
TALABURU,TABU,22.3529° N,85.7649° E
TALAIVASAL,TVS,11.5867° N,78.7583° E
TALAIYUTHU,TAY,8.7931° N,77.7297° E
TALAKHAJURI,TLKH,26.1773° N,81.7367° E
TALALA JN,TAV,21.0556° N,70.5295° E
TALAMANCHI,TMC,14.6171° N,79.9752° E
TALANALLUR,TLNR,11.0113° N,76.3493° E
TALANDU,TLO,23.0104° N,88.3458° E
TALAP,TLL,11.8772° N,75.3700° E
TALARA,TLRA,32.2410° N,75.9028° E
TALAVLI,TLZ,18.5186° N,72.9313° E
TALBAHAT,TBT,25.0443° N,78.4311° E
TALCHER,TLHR,20.9501° N,85.2168° E
TALCHER ROAD,TLHD,20.8868° N,85.2084° E
TALCHHAPAR,TLC,27.8186° N,74.4379° E
TALDI,TLX,22.3457° N,88.6097° E
TALEGAON,TGN,18.7392° N,73.6831° E
TALGARIA,TLE,23.6937° N,86.3503° E
TALGUPPA,TLGP,14.2145° N,74.9087° E
TALHERI BUZURG,THJ,29.7705° N,77.6636° E
TALIT,TIT,23.3032° N,87.8169° E
TALJHARI,TLJ,25.1012° N,87.7330° E
TALLI SAIDASAHU,TSS,31.0162° N,74.7308° E
TALMADLA,TMD,18.2275° N,78.3558° E
TALMADUGU,TLMG,19.6426° N,78.3935° E
TALNI,TLN,19.6394° N,77.5318° E
TALOD,TOD,23.3512° N,72.9505° E
TALODHI ROAD,TUD,null,null
TALOJA PANCHAND,TPND,19.0741° N,73.0966° E
TALVADYA,TLV,21.9278° N,76.4448° E
TALWANDI,TWB,29.9875° N,75.0903° E
TALWARA JHIL,TLI,29.5193° N,74.5903° E
TAMARAIPADI,TMP,10.4080° N,78.0395° E
TAMBARAM,TBM,12.9249° N,80.1000° E
TAMBARAM SNTRM,TBMS,null,null
TAMKUHI ROAD,TOI,26.7245° N,84.2277° E
TAMLUK,TMZ,22.2788° N,87.9188° E
TAMNA,TAO,23.2685° N,86.3519° E
TAMURIA,TMA,26.2464° N,86.3554° E
TANAKALLU,TKU,13.9189° N,78.1935° E
TANAKPUR,TPU,29.0722° N,80.1066° E
TANCHHA,TCA,21.9153° N,72.9003° E
TANDA,TD,26.5433° N,82.6645° E
TANDA URMAR,TDO,31.6753° N,75.6340° E
TANDARAI,TNI,12.1207° N,79.1510° E
TANDAVAPURA,TXM,12.1665° N,76.6788° E
TANDUR,TDU,17.2576° N,77.5875° E
TANDWAL,TDW,30.2343° N,76.9845° E
TANGANI,TNGN,24.8776° N,87.7437° E
TANGARBASULI,TGB,23.3823° N,85.0701° E
TANGARMUNDA,TGM,22.1562° N,84.0300° E
TANGIRIAPAL,TGRL,21.1678° N,85.9240° E
TANGLA,TNL,26.6573° N,91.9124° E
TANGRA,TRA,22.5563° N,88.3888° E
TANGUTURU,TNR,15.3417° N,80.0347° E
TANIJAN,TUJ,27.1290° N,93.8984° E
TANKHALA,TNKA,21.9634° N,73.7816° E
TANKUPPA,TKN,24.7009° N,85.1324° E
TANTPUR,TPO,26.8398° N,77.4731° E
TANUKU,TNKU,16.7566° N,81.6741° E
TANUR,TA,10.9820° N,75.8754° E
TAPA,TAPA,30.3017° N,75.3704° E
TAPANG,TAP,20.0515° N,85.5803° E
TAPASI,TOP,null,null
TAPONA,TPN,20.3388° N,77.8853° E
TAPRI,TPZ,31.5174° N,78.0991° E
TARADEVI,TVI,31.0689° N,77.1341° E
TARAK NAGAR,TNX,23.3794° N,88.6816° E
TARAKESWAR,TAK,22.8787° N,88.0143° E
TARAMANI,TRMN,12.9863° N,80.2432° E
TARANA ROAD,TAN,23.2642° N,76.0665° E
TARANGA HILL,TRAH,23.9658° N,72.7525° E
TARAON,TRN,25.5605° N,83.8500° E
TARAORI,TRR,29.8000° N,76.9334° E
TARAPITH ROAD,TPF,null,null
TARAPUR JN,TRP,19.8649° N,72.6850° E
TARAVATA,TRWT,null,null
TARCHERRA BRLRM,TBL,null,null
TAREGNA,TEA,25.3515° N,85.0411° E
TARGAON,TAZ,17.5112° N,74.1468° E
TARIASUJAN,TRJ,26.6519° N,84.2648° E
TARIGHAT,TRG,20.8621° N,82.0053° E
TARIGOPPULA,TGU,16.4853° N,80.8360° E
TARIKERE JN,TKE,null,null
TARLUPADU,TLU,null,null
TAROPA,TRF,21.8431° N,73.4386° E
TARSAI,TRSR,21.2263° N,79.3810° E
TARSARAI,TRS,26.1941° N,86.0134° E
TARSOD,TRW,21.0217° N,75.6332° E
TARUR,TR,10.6708° N,76.4722° E
TARVA,TRV,22.0065° N,73.2655° E
TATANAGAR JN,TATA,22.7683° N,86.2002° E
TATI,TATI,23.3761° N,85.4289° E
TATIBAHAR,TBH,26.9802° N,93.8200° E
TATICHERLA,TAC,15.3835° N,79.0454° E
TATISILWAI,TIS,23.3598° N,85.4238° E
TATTAPPARAI,TIP,8.8278° N,78.0232° E
TAVARGATTI,TVG,15.4113° N,74.6576° E
TEEGAON,TEO,21.6441° N,78.4574° E
TEGHRA,TGA,25.4857° N,85.9483° E
TEHARKA,TKA,25.6943° N,79.0702° E
TEHTA,THA,25.1018° N,84.9948° E
TEJNARAYANPUR,TNPR,25.3393° N,87.7112° E
TEKKABIGHA,TKBG,null,null
TEKKALI,TEK,18.6058° N,84.2302° E
TEKTAR,TQR,null,null
TELAM,TQM,18.7517° N,81.6028° E
TELAPROLU,TOU,16.5811° N,80.8917° E
TELI,TELI,null,null
TELIA HALT,TELY,null,null
TELIAMURA,TLMR,23.8411° N,91.6277° E
TELIGI,TLGI,14.6533° N,75.8904° E
TELO,TELO,null,null
TELTA,TETA,25.7882° N,87.8458° E
TEMBURU,TMB,18.6315° N,84.1264° E
TEMPA P H,TEP,null,null
TEN TALAV,TV,22.0460° N,73.4232° E
TENALI JN,TEL,16.2417° N,80.6402° E
TENGANMADA,TGQ,22.5078° N,81.9952° E
TENI,TENI,10.0104° N,77.4768° E
TENKASI JN,TSI,null,null
TENMALAI,TML,8.9632° N,77.0651° E
TENNERU,TNRU,16.4843° N,80.8142° E
TENTULLA,TNJE,22.7856° N,88.8575° E
TENYA,TYAE,23.8192° N,88.1523° E
TETELIA,TTLA,26.1354° N,91.6710° E
TETTU,TTU,15.0494° N,80.0018° E
TETULMARI,TET,23.8088° N,86.3367° E
TEZPORE,TZTB,26.6528° N,92.7926° E
THABALKE,TYK,31.1754° N,75.6055° E
THADI,THY,17.6472° N,83.0522° E
THAIR,TER,18.4084° N,76.2340° E
THAKURGANJ,TKG,26.4272° N,88.1254° E
THAKURKUCHI,TKC,26.2336° N,91.9218° E
THAKURLI,THK,19.2219° N,73.1003° E
THAKURNAGAR,TKNR,27.0675° N,83.2479° E
THAKURTOTA,TKH,21.6709° N,86.9449° E
THALANGAI,TUG,12.9954° N,79.4243° E
THALASSERY,TLY,11.7491° N,75.4890° E
THALERA,THEA,25.3161° N,75.7316° E
THALLAK,THKU,null,null
THALWARA,TLWA,26.0749° N,85.8950° E
THALYAT HAMIRA,THM,26.9932° N,71.0776° E
THAMLA MOGANA,TMGN,null,null
THAN JN,THAN,null,null
THANA BHAWAN,THBN,29.5875° N,77.4168° E
THANA BHAWAN TN,TBTN,null,null
THANA BIHPUR JN,THB,null,null
THANDLA RD,THDR,22.9620° N,74.5887° E
THANE,TNA,19.2183° N,72.9781° E
THANGUNDI,TGDE,16.8035° N,77.0680° E
THANJAVUR,TJ,10.7870° N,79.1378° E
THAPAR NAGAR,TNW,28.9878° N,77.7030° E
THARBAN,TBU,19.2519° N,77.6672° E
THARBITIA,TB,26.2184° N,86.6586° E
THARSA,TAR,21.2263° N,79.3810° E
THARWAI,THW,25.5429° N,81.9126° E
THASRA,TAS,22.8026° N,73.2205° E
THATHANA MITHRI,THMR,27.0551° N,74.8981° E
THATHANKULAM,TTQ,13.0157° N,80.1436° E
THAWE JN,THE,26.4392° N,84.3945° E
THEH QALANDAR,TQL,null,null
THEKERAGURI,TGE,26.2019° N,92.3838° E
THERUBALI,THV,19.3289° N,83.4403° E
THIPPARTHI,TPPI,17.0162° N,79.4169° E
THIPPASANDRA,TASA,12.9718° N,77.6552° E
THIRUMAYILAI,MTMY,13.0349° N,80.2670° E
THIRUTHURAIYUR,TUY,11.8303° N,79.5198° E
THIRUVARUR JN,TVR,null,null
THIVIM,THVM,15.6181° N,73.8438° E
THOKUR,TOK,13.0502° N,74.8082° E
THONDEBHAVI,TDV,13.4948° N,77.5290° E
THONGANUR,TNGR,9.3183° N,76.6111° E
THRISUR,TCR,10.5276° N,76.2144° E
THURIA,THUR,22.1144° N,87.0999° E
THUWAVI,TWV,22.1596° N,73.3414° E
TIBI,TIBI,29.5542° N,74.5024° E
TIHU,TIHU,26.4758° N,91.2674° E
TIK,TIK,null,null
TIKAMGARH,TKMG,24.7456° N,78.8321° E
TIKANI,TKLE,25.1080° N,86.9930° E
TIKARIA,TKYR,26.9447° N,83.3763° E
TIKAULI RAWATPR,TKRP,26.3991° N,80.6136° E
TIKEKARWADI,TKWD,17.6152° N,75.9335° E
TIKIAPARA,TPKR,22.5942° N,88.3269° E
TIKIRI,TKRI,19.1785° N,83.0912° E
TIKKOTTI,TKT,11.4893° N,75.6265° E
TIKRA,TKRA,27.1734° N,80.9968° E
TIKRI,TRE,28.4202° N,77.0356° E
TIKUNIA,TQN,28.3813° N,80.9666° E
TILA,TILA,null,null
TILAIVILAGAM,TAM,10.4458° N,79.5621° E
TILAK BRIDGE,TKJ,28.6280° N,77.2375° E
TILARU,TIU,18.4709° N,84.0729° E
TILATI,TLT,22.8883° N,87.5309° E
TILAUNCHI,TLNH,26.3456° N,80.0339° E
TILAYA,TIA,24.3190° N,85.5277° E
TILBHITA,TBB,24.6759° N,87.8425° E
TILBHUM,TBX,24.4888° N,92.2717° E
TILDA NEORA,TLD,21.5514° N,81.8004° E
TILDANGA,TDLE,24.7898° N,87.8758° E
TILHAR,TLH,27.9634° N,79.7384° E
TILONIYA,TL,26.6515° N,74.9370° E
TILRATH,TIL,25.4421° N,86.0662° E
TILWARA,TWL,25.8585° N,72.0898° E
TIMARNI,TBN,22.3692° N,77.2261° E
TIMBA ROAD,TBA,22.8093° N,73.3849° E
TIMBARVA,TBV,22.0174° N,73.2795° E
TIMMACHIPURAM,TIC,null,null
TIMMANACHERLA,TIM,15.1628° N,77.3944° E
TIMMAPUR,TMX,17.1679° N,78.2983° E
TIMMAPURAM,TMPM,17.3812° N,82.0537° E
TIMTALA,TMT,20.7999° N,77.7767° E
TIN MILE HAT,TMH,null,null
TINAI GHAT,TGT,15.4479° N,74.4005° E
TINDAULI,TNUE,26.5517° N,81.7978° E
TINDHARIA,TDH,26.8530° N,88.3334° E
TINDIVANAM,TMV,12.2267° N,79.6504° E
TINGRAI,TII,27.4679° N,95.5670° E
TINICH,TH,26.8782° N,82.6484° E
TINKHEDA,TNH,21.4073° N,78.4890° E
TINNAPPATTI,TNT,11.8124° N,78.0984° E
TINPAHAR JN,TPH,null,null
TINPHERIA,TPV,26.6184° N,84.2931° E
TINSUKIA JN,TSK,null,null
TINTODA,TTRA,23.2374° N,72.5648° E
TIPKAI,TPK,26.2889° N,90.0322° E
TIPLING,TPG,27.0420° N,93.8375° E
TIPTUR,TTR,13.2610° N,76.4754° E
TIRALDIH,TUL,23.1321° N,85.9306° E
TIRBEDIGANJ,TEG,26.6338° N,81.3097° E
TIRCHRPALI FORT,TP,null,null
TIRODI,TRDI,21.6859° N,79.7232° E
TIRORA,TRO,21.4068° N,79.9309° E
TIRUCHANUR,TCNR,13.6092° N,79.4481° E
TIRUCHCHIRAPALI,TPJ,10.7905° N,78.7047° E
TIRUCHCHITRMBLM,TCT,null,null
TIRUCHCHULI,TCH,9.5346° N,78.1999° E
TIRUCHENDUR,TCN,8.4946° N,78.1219° E
TIRUCHRPALI TWN,TPTN,null,null
TIRUCHRPLI PLKI,TPE,null,null
TIRUKOILUR,TRK,11.9687° N,79.2087° E
TIRUMALPUR,TMLP,12.9545° N,79.6748° E
TIRUMANGALAM,TMQ,9.8216° N,77.9891° E
TIRUMANTHIKUNAM,TMU,null,null
TIRUMAYAM,TYM,10.2446° N,78.7462° E
TIRUMLAI HLS OA,TTH,null,null
TIRUNAGESVARAM,TRM,10.9637° N,79.4315° E
TIRUNELLIKAVAL,TNK,10.6520° N,79.6327° E
TIRUNELVELI,TEN,8.7139° N,77.7567° E
TIRUNELVELI TWN,TYT,8.7248° N,77.6874° E
TIRUNINRAVUR,TI,13.1181° N,80.0336° E
TIRUNNAVAYA,TUA,10.8657° N,75.9843° E
TIRUPADRIPULYUR,TDPR,11.7478° N,79.7538° E
TIRUPARANKNDRM,TDN,9.8823° N,78.0720° E
TIRUPATI,TPTY,13.6288° N,79.4192° E
TIRUPATI W HLT,TPW,13.6249° N,79.4054° E
TIRUPATTUR JN,TPT,null,null
TIRUPPACHETTI,TPC,9.7748° N,78.3437° E
TIRUPPUR,TUP,11.1085° N,77.3411° E
TIRUPPUVANAM,TVN,9.8260° N,78.2576° E
TIRUR,TIR,10.9167° N,75.9245° E
TIRUSULAM,TLM,12.9695° N,80.1704° E
TIRUTTANGAL,TTL,9.4807° N,77.8081° E
TIRUTTANI,TRT,13.1746° N,79.6117° E
TIRUTURAIPDI JN,TTP,null,null
TIRUVALAM,THL,12.9823° N,79.2592° E
TIRUVALLA,TRVL,9.3853° N,76.5750° E
TIRUVALLUR,TRL,13.2544° N,80.0088° E
TIRUVANMIYUR,TYMR,12.9830° N,80.2594° E
TIRUVANNAMALAI,TNM,12.2253° N,79.0747° E
TIRUVERUMBUR,TRB,10.7851° N,78.7750° E
TIRUVIDALMARUDR,TDR,10.9972° N,79.4524° E
TIRUVOTTIYUR,TVT,13.1643° N,80.3001° E
TIRVNLNLUR ROAD,TVNL,null,null
TISI,TISI,21.3842° N,74.3617° E
TISUA,TSA,28.1352° N,79.6011° E
TITABAR,TTB,26.5881° N,94.1872° E
TITAGARH,TGH,22.7383° N,88.3737° E
TITLAGARH,TIG,20.2871° N,83.1466° E
TITTE,TT,10.8399° N,79.1873° E
TITUR P H,TOR,null,null
TITVALA,TLA,19.3000° N,73.2221° E
TITWA,TTW,20.6688° N,77.9938° E
TIVARI,TIW,null,null
TO DARJEELING,DJRZ,27.0410° N,88.2663° E
TO KURSEONG,KGND,26.8821° N,88.2789° E
TODARPUR,TDP,27.5510° N,80.0283° E
TOHANA,TUN,29.7163° N,75.9057° E
TOKISUD,TKS,23.6965° N,85.2464° E
TOKKOTTU,TKOT,12.8176° N,74.8596° E
TOLAHUNSE,THN,14.3997° N,75.9645° E
TOLEWAHI P H,TWI,null,null
TOLRA,TRZ,24.1841° N,83.9374° E
TOMKA,TMKA,21.1076° N,85.9758° E
TONDALAGPAVARAM,TNGM,16.8679° N,80.4307° E
TONDAMANPATTI,TOM,10.7861° N,78.8225° E
TONDIARPET,TNP,13.1261° N,80.2880° E
TONKARWAR,TNWR,25.7697° N,74.5817° E
TOPOKAL,TPQ,null,null
TOPPUR,TPP,11.9395° N,78.0573° E
TORANAGALLU,TNGL,15.2027° N,76.6587° E
TORANG,TRAN,23.2622° N,85.7385° E
TORI,TORI,25.5493° N,79.2028° E
TORNA,TRNA,18.2769° N,73.6219° E
TORNIYA,TORA,21.6712° N,70.4834° E
TOTIYAPALAYAM,TPM,11.2918° N,77.6814° E
TOVALAI,THX,8.2312° N,77.5060° E
TOZHUPPEDU,TZD,12.6620° N,79.4542° E
TRAISAMADH,TSM,null,null
TRIBENI,TBAE,22.9901° N,88.3943° E
TRIKARPUR,TKQ,12.1418° N,75.1720° E
TRILOCHAN MAHDO,TLMD,null,null
TRILOKPUR,TPB,30.5406° N,77.2082° E
TRIUPUNITTURA,TRTR,9.9487° N,76.3464° E
TRIVANDRUM CNTL,TVC,null,null
TRIVANDRUM PETT,TVP,8.4950° N,76.9318° E
TROMBAY,TMBY,19.0093° N,72.8984° E
TSAKIBANDA,TKBN,14.0062° N,78.6455° E
TSUNDURU,TSR,16.1595° N,80.5841° E
TTIRUVALANGADU,TO,13.1287° N,79.7820° E
TUFANGANJ,TFGN,26.3305° N,89.6675° E
TUGGALI,TGL,15.3142° N,77.5440° E
TUGLAKABAD,TKD,28.5052° N,77.2779° E
TUIYA PANI,TPNI,22.5196° N,80.0430° E
TUKAITHAD,TTZ,21.4310° N,76.6687° E
TULIN,THO,23.3777° N,85.8908° E
TULJAPUR,TGP,18.0087° N,76.0709° E
TULSI ASHRAM,TLAM,25.3421° N,83.3511° E
TULSI NAGAR,TLGR,23.2293° N,77.4062° E
TULSIGAM,TUM,22.7804° N,73.3915° E
TULSIPUR,TLR,27.5246° N,82.4157° E
TULUKAPATI,TY,null,null
TUMAKURU,TK,13.3379° N,77.1173° E
TUMMALACHERUVU,TMLU,17.7669° N,80.8156° E
TUMMANAMGUTTA,TAT,null,null
TUMSAR ROAD,TMR,21.3421° N,79.7510° E
TUMSAR TOWN P H,TMS,null,null
TUNDLA JN,TDL,27.2083° N,78.2334° E
TUNDU,TNO,23.7909° N,86.2527° E
TUNG,TUNG,27.5437° N,88.6482° E
TUNGABHADRA DAM,TBDM,15.3000° N,76.3333° E
TUNI,TUNI,17.3616° N,82.5459° E
TUNIA,TUX,28.2017° N,80.2252° E
TUPKADIH,TKB,null,null
TURAVUR,TUVR,9.7704° N,76.3203° E
TUREKALA ROAD,TRKR,20.5626° N,82.8142° E
TURINJAPURAM,TJM,12.3183° N,79.0963° E
TURKAPALLI,TKPY,17.6532° N,78.8284° E
TURKI,TUR,26.0372° N,85.3526° E
TURKI ROAD,TZR,null,null
TURTIPAR,TTI,26.1538° N,83.8612° E
TUTI MELUR,TME,8.8082° N,78.1470° E
TUTICORIN,TN,8.7642° N,78.1348° E
TUVVUR,TUV,11.1132° N,76.2859° E
TUWA,TUWA,22.8059° N,73.4681° E
TWINING GANJ,TWG,25.5688° N,84.2179° E
TYADA,TXD,18.2173° N,83.0426° E
TYAKAL,TCL,12.9833° N,78.0833° E
UBARNI,UBN,26.1222° N,81.1705° E
UCHANA,UCA,29.4703° N,76.1813° E
UCHIPPULI,UCP,9.3132° N,79.0136° E
UDAGAMANDALAM,UAM,11.4101° N,76.6966° E
UDAIPUR,UDPU,24.5854° N,73.7125° E
UDAIPUR CITY,UDZ,24.5854° N,73.7125° E
UDAIPURA,UDPR,24.5854° N,73.7125° E
UDALGURI,ULG,26.7460° N,92.0959° E
UDALKACHAR,UKR,23.2896° N,82.2657° E
UDASAR,UDS,28.0386° N,73.3812° E
UDGIR,UDGR,18.3943° N,77.1126° E
UDHAMPUR,UHP,32.9160° N,75.1416° E
UDHNA JN,UDN,21.1704° N,72.8511° E
UDI MOR JN,UDMR,26.7289° N,78.9510° E
UDRAMSAR,UMS,27.9355° N,73.2942° E
UDUMALAIPPETTAI,UDT,10.5869° N,77.2437° E
UDUPI,UD,13.3409° N,74.7421° E
UDVADA,UVD,20.4863° N,72.8722° E
UDYAN KHERI,UDK,23.6706° N,76.6282° E
UGAON,UGN,20.1298° N,74.1273° E
UGAR KHURD,UGR,16.6582° N,74.8215° E
UGARPUR,UGP,27.5320° N,79.4774° E
UGNA HALT,UGNA,26.2384° N,86.0952° E
UGRASENPUR,URPR,25.5673° N,82.1727° E
UGU,UGU,26.8078° N,80.3018° E
UGWE,UGWE,null,null
UJALVAV,UJ,21.9022° N,71.7314° E
UJHANI,UJH,28.0003° N,79.0052° E
UJIARPUR,UJP,25.7770° N,85.8000° E
UJJAIN JN,UJN,23.1784° N,75.7801° E
UKAI SONGADH,USD,null,null
UKHALI,UKH,18.8974° N,76.6102° E
UKHRA,UKA,23.6516° N,87.2459° E
UKLANA,UKN,29.5172° N,75.8684° E
UKSHI,UKC,17.1303° N,73.4568° E
ULAVAPADU,UPD,15.1681° N,80.0074° E
ULHASNAGAR,ULNR,19.2215° N,73.1645° E
ULINDAKONDA,UKD,15.6499° N,77.9753° E
ULLAL,ULL,12.8147° N,74.8585° E
ULNA BHARI,ULN,null,null
ULUBARIA,ULB,22.4764° N,88.0898° E
ULUNDURPET,ULU,11.6774° N,79.2885° E
UMALLA,UML,21.7962° N,73.2994° E
UMAR TALI,UTA,27.0863° N,80.4731° E
UMARDASHI,UM,24.0999° N,72.4204° E
UMARIA,UMR,23.6014° N,81.0755° E
UMARIA ISPA HLT,UIH,null,null
UMARPADA,UMPD,21.4458° N,73.4828° E
UMBARGAM ROAD,UBR,null,null
UMDANAGAR,UR,17.3001° N,78.4156° E
UMED,UMED,26.2811° N,73.0477° E
UMESHNAGAR,UMNR,19.2280° N,73.0835° E
UMRA,UMRA,20.8904° N,73.2470° E
UMRA NALA,ULA,21.8763° N,78.8736° E
UMRALA,URT,21.8438° N,71.8052° E
UMRAM,UMM,19.6619° N,78.4378° E
UMRED,URR,20.8421° N,79.3261° E
UMRETH,UMH,22.6987° N,73.1143° E
UMRI,UMRI,19.0333° N,77.6400° E
UMROLI,UOI,19.7565° N,72.7585° E
UNA,UNA,31.4685° N,76.2708° E
UNA HIMACHAL,UHL,31.4685° N,76.2708° E
UNAI VANSADA RD,UNI,null,null
UNAULA,UNLA,27.9794° N,79.1859° E
UNAWA AITHOR,UAR,null,null
UNAWA VASAN,UVSN,null,null
UNCHAHAR JN,UCR,null,null
UNCHAULIA,UCH,27.8100° N,80.0688° E
UNCHDIH,UND,23.0198° N,84.4356° E
UNCHHERA,UHR,24.3813° N,80.7793° E
UNCHI BASSI,UCB,31.8588° N,75.6499° E
UNDASA MADHAWPU,UDM,null,null
UNDI,UNDI,16.5864° N,81.4636° E
UNGUTURU,VGT,16.8230° N,81.4238° E
UNHEL,UNL,23.3381° N,75.5582° E
UNJALUR,URL,11.1283° N,77.8772° E
UNJHA,UJA,23.8064° N,72.3968° E
UNKAL,UNK,15.3783° N,75.1173° E
UNNAO JN,ON,null,null
